197
tr_NC_007605.1_32986_33051_79	32985	33050	33050	1	1	88	0
tr_NC_007605.1_32986_33051_100	32985	33050	33050	1	1	89	0
tr_NC_007605.1_32986_33051_118	32985	33050	33050	1	1	90	0
tr_NC_007605.1_33133_33264_17	33132	33263	33050	1	1	91	0
tr_NC_007605.1_33133_33264_38	33132	33263	33263	1	1	92	0
tr_NC_007605.1_33133_33264_59	33132	33263	33263	1	1	93	0
tr_NC_007605.1_33133_33264_80	33132	33263	33263	1	1	94	0
tr_NC_007605.1_33133_33264_101	33132	33263	33263	1	1	95	0
tr_NC_007605.1_33133_33264_119	33132	33263	33263	1	1	96	0
tr_NC_007605.1_35473_35505_18	35472	35504	33263	1	1	97	0
tr_NC_007605.1_35473_35505_39	35472	35504	35504	1	1	98	0
tr_NC_007605.1_35473_35505_60	35472	35504	35504	1	1	99	0
tr_NC_007605.1_35473_35505_81	35472	35504	35504	1	1	100	0
tr_NC_007605.1_35473_35505_102	35472	35504	35504	1	1	101	0
tr_NC_007605.1_35473_35505_120	35472	35504	35504	1	1	102	0
tr_NC_007605.1_35590_35711_19	35589	35710	35504	1	1	103	0
tr_NC_007605.1_35590_35711_40	35589	35710	35710	1	1	104	0
tr_NC_007605.1_35590_35711_61	35589	35710	35710	1	1	105	0
tr_NC_007605.1_35590_35711_82	35589	35710	35710	1	1	106	0
tr_NC_007605.1_35590_35711_103	35589	35710	35710	1	1	107	0
tr_NC_007605.1_35590_35711_121	35589	35710	35710	1	1	108	0
tr_NC_007605.1_36098_36156_122	36097	36155	35710	1	1	109	0
tr_NC_007605.1_36098_37744_104	36097	37743	36155	1	1	110	0
tr_NC_007605.1_37564_37744_123	37563	37743	37743	1	1	111	0
tr_NC_007605.1_41474_41495_124	41473	41494	37743	1	1	112	0
tr_NC_007605.1_42853_42874_125	42852	42873	41494	1	1	113	0
tr_NC_007605.1_42888_42909_126	42887	42908	42873	1	1	114	0
tr_NC_007605.1_42968_42989_127	42967	42988	42908	1	1	115	0
tr_NC_007605.1_49943_50170_128	49942	50169	42988	1	1	116	0
tr_NC_007605.1_50134_50170_129	50133	50169	50169	1	1	117	0
tr_NC_007605.1_55190_55361_20	55189	55360	50169	1	1	118	0
tr_NC_007605.1_55190_55361_41	55189	55360	55360	1	1	119	0
tr_NC_007605.1_55190_55361_62	55189	55360	55360	1	1	120	0
tr_NC_007605.1_55190_55361_83	55189	55360	55360	1	1	121	0
tr_NC_007605.1_55190_55361_130	55189	55360	55360	1	1	122	0
tr_NC_007605.1_79950_80293_84	79949	80292	55360	1	1	123	0
tr_NC_007605.1_80382_82962_85	80381	82961	80292	1	1	124	0
tr_NC_007605.1_83020_83421_42	83019	83420	82961	1	1	125	0
tr_NC_007605.1_83500_89482_43	83499	89481	83420	1	1	126	0
tr_NC_007605.1_86076_86442_21	86075	86441	89481	1	1	127	0
tr_NC_007605.1_86076_86442_63	86075	86441	89481	1	1	128	0
tr_NC_007605.1_86517_89482_64	86516	89481	89481	1	1	129	0
tr_NC_007605.1_89838_90053_135	89837	90052	89481	2	1	130	0
tr_NC_007605.1_89838_90053_139	89837	90052	90052	2	1	131	0
tr_NC_007605.1_90138_90242_134	90137	90241	90052	2	1	132	0
tr_NC_007605.1_90138_90242_138	90137	90241	90241	2	1	133	0
tr_NC_007605.1_90367_90906_137	90366	90905	90241	2	1	134	0
tr_NC_007605.1_90367_92897_133	90366	92896	90905	2	1	135	0
tr_NC_007605.1_92638_92897_136	92637	92896	92896	2	1	136	0
tr_NC_007605.1_93838_93893_132	93837	93892	92896	2	1	137	0
tr_NC_007605.1_95654_97654_22	95653	97653	93892	1	1	138	0
tr_NC_007605.1_95654_97654_131	95653	97653	97653	1	1	139	0
tr_NC_007605.1_138352_138480_140	138351	138479	97653	1	1	140	0
tr_NC_007605.1_139087_139107_147	139086	139106	138479	1	1	141	0
tr_NC_007605.1_139124_139145_148	139123	139144	139106	1	1	142	0
tr_NC_007605.1_139228_139249_149	139227	139248	139144	1	1	143	0
tr_NC_007605.1_139266_139288_150	139265	139287	139248	1	1	144	0
tr_NC_007605.1_139351_139374_151	139350	139373	139287	1	1	145	0
tr_NC_007605.1_139387_139408_152	139386	139407	139373	1	1	146	0
tr_NC_007605.1_139553_139574_153	139552	139573	139407	1	1	147	0
tr_NC_007605.1_139675_139698_154	139674	139697	139573	1	1	148	0
tr_NC_007605.1_139717_139734_155	139716	139733	139697	1	1	149	0
tr_NC_007605.1_139795_139818_156	139794	139817	139733	1	1	150	0
tr_NC_007605.1_139915_139936_157	139914	139935	139817	1	1	151	0
tr_NC_007605.1_139953_139975_158	139952	139974	139935	1	1	152	0
tr_NC_007605.1_140033_140054_159	140032	140053	139974	1	1	153	0
tr_NC_007605.1_140072_140093_160	140071	140092	140053	1	1	154	0
tr_NC_007605.1_145514_145534_161	145513	145533	140092	1	1	155	0
tr_NC_007605.1_145548_145569_162	145547	145568	145533	1	1	156	0
tr_NC_007605.1_145998_146019_163	145997	146018	145568	1	1	157	0
tr_NC_007605.1_146439_146460_164	146438	146459	146018	1	1	158	0
tr_NC_007605.1_146475_146496_165	146474	146495	146459	1	1	159	0
tr_NC_007605.1_146772_146793_166	146771	146792	146495	1	1	160	0
tr_NC_007605.1_146807_146829_167	146806	146828	146792	1	1	161	0
tr_NC_007605.1_146959_146980_168	146958	146979	146828	1	1	162	0
tr_NC_007605.1_146997_147019_169	146996	147018	146979	1	1	163	0
tr_NC_007605.1_147203_147225_170	147202	147224	147018	1	1	164	0
tr_NC_007605.1_147321_147342_171	147320	147341	147224	1	1	165	0
tr_NC_007605.1_147356_147378_172	147355	147377	147341	1	1	166	0
tr_NC_007605.1_147537_147560_173	147536	147559	147377	1	1	167	0
tr_NC_007605.1_147575_147595_174	147574	147594	147559	1	1	168	0
tr_NC_007605.1_147936_147957_175	147935	147956	147594	1	1	169	0
tr_NC_007605.1_148215_148237_176	148214	148236	147956	1	1	170	0
tr_NC_007605.1_148254_148274_177	148253	148273	148236	1	1	171	0
tr_NC_007605.1_148339_148359_178	148338	148358	148273	1	1	172	0
tr_NC_007605.1_148374_148395_179	148373	148394	148358	1	1	173	0
tr_NC_007605.1_148526_148547_180	148525	148546	148394	1	1	174	0
tr_NC_007605.1_148563_148585_181	148562	148584	148546	1	1	175	0
tr_NC_007605.1_148744_148765_182	148743	148764	148584	1	1	176	0
tr_NC_007605.1_148778_148799_183	148777	148798	148764	1	1	177	0
tr_NC_007605.1_149581_149712_141	149580	149711	148798	1	1	178	0
tr_NC_007605.1_149923_150077_142	149922	150076	149711	1	1	179	0
tr_NC_007605.1_150237_150348_143	150236	150347	150076	1	1	180	0
tr_NC_007605.1_152747_152768_184	152746	152767	150347	1	1	181	0
tr_NC_007605.1_152783_152806_185	152782	152805	152767	1	1	182	0
tr_NC_007605.1_155267_156737_144	155266	156736	152805	1	1	183	0
tr_NC_007605.1_155549_156737_186	155548	156736	156736	1	1	184	0
tr_NC_007605.1_156846_156928_145	156845	156927	156736	1	1	185	0
tr_NC_007605.1_156846_156928_187	156845	156927	156927	1	1	186	0
tr_NC_007605.1_158625_158751_188	158624	158750	156927	1	1	187	0
tr_NC_007605.1_158625_160531_146	158624	160530	158750	1	1	188	0
tr_NC_007605.1_159781_160531_189	159780	160530	160530	1	1	189	0
tr_NC_007605.1_166040_166458_190	166039	166457	160530	1	1	190	0
tr_NC_007605.1_166040_166458_191	166039	166457	166457	1	1	191	0
tr_NC_007605.1_166483_168507_194	166482	168506	166457	2	1	192	0
tr_NC_007605.1_168584_168670_193	168583	168669	168506	2	1	193	0
tr_NC_007605.1_168749_169056_192	168748	169055	168669	2	1	194	0
tr_NC_007605.1_169294_169448_195	169293	169447	169055	1	1	195	0
tr_NC_007605.1_169294_169448_196	169293	169447	169447	1	1	196	0
